chart_id,chart_type,question,explanation,gold_spec,gold_value,gen_spec,gen_value,value_match,gold_looks_wrong,true_answer,audit_note,my_verdict,my_gold_verdict,my_gen_verdict,my_note
0abj8blv663ussbr,bar_simple,What is the difference between 2010 and 2020 values?,"Find the value for 2010.
Find the value for 2020.
Find the difference between the two values.","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""target"":""2010""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""target"":""2020""}],""ops3"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":3},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":false}]}",8.58 @__diff__,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""target"": ""2010""}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""target"": ""2020""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""field"": ""Market size in billion US dollars"", ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": false}]}",8.58 @__diff__,MATCH,0,,,,,ok,
0cad2xfrwdgvo9zk,bar_simple,What is the sum of the three median values for each year?,"List the values ​​for each year in descending order.
Find the three medians.
Add those values.","{""ops"":[{""op"":""sort"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Number of fatalities"",""order"":""asc""}],""ops2"":[{""op"":""nth"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":5},{""op"":""nth"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":6},{""op"":""nth"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":7}],""ops3"":[{""op"":""add"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n3""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n3""},{""op"":""add"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n5"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n5"",""targetB"":""ref:n4""}]}",967.0 @__add__,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1}, ""source"": ""recursive_step=1;taskId=o1""}, ""field"": ""Number of fatalities"", ""order"": ""desc""}], ""ops2"": [{""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2, ""view"": {""phase"": 2}, ""source"": ""recursive_step=2;taskId=o2""}, ""field"": ""Number of fatalities"", ""n"": [5, 6, 7]}], ""ops3"": [{""op"": ""sum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3, ""view"": {""phase"": 3}, ""source"": ""recursive_step=3;taskId=o3""}, ""field"": ""Number of fatalities""}]}",967.0,MATCH,0,967 (three middle values 334+319+314 from 11 sorted values),Gold 967 matches the sum of the three middle sorted values; ours=314 and baseline=911 are both wrong.,,ok,ok,
0gr1c2jcthc8h9f6,line_simple,What is the difference between a value for a year with a score value between 6.2 and 5.8 and a value for a year with a score value below 4.8?,"Find values for years with values between 6.2 and 5.8.
Find the value of the year with the value below 4.8.
Find the difference between the two values.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Risk index score"",""operator"":"">="",""value"":5.8},{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Risk index score"",""operator"":""<="",""value"":6.2},{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":1},""which"":""max"",""field"":""Risk index score""}],""ops2"":[{""op"":""filter"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[],""sentenceIndex"":2},""field"":""Risk index score"",""operator"":""<"",""value"":4.8},{""op"":""findExtremum"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4""],""sentenceIndex"":2},""which"":""max"",""field"":""Risk index score""}],""ops3"":[{""op"":""diff"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n3"",""n5""],""sentenceIndex"":3},""targetA"":""ref:n3"",""targetB"":""ref:n5"",""signed"":false}]}",1.42 @__diff__,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=1;taskId=o1""}, ""field"": ""Risk index score"", ""operator"": ""between"", ""value"": [5.8, 6.2]}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=2;taskId=o2""}, ""field"": ""Risk index score"", ""operator"": ""<"", ""value"": 4.8}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1""], ""sentenceIndex"": 3, ""view"": {""phase"": 2}, ""source"": ""recursive_step=3;taskId=o3""}, ""field"": ""Risk index score"", ""targetA"": ""2017"", ""targetB"": ""2019"", ""signed"": false}]}",2.0 @__diff__,MISMATCH,0,"1.42 (6.17 - 4.75; or 1.22 if using 5.97). Between-5.8-and-6.2 group = {5.97, 6.17}, below-4.8 = {4.75}.",Gold 1.42 (6.17-4.75) valid; ours 1.03 and baseline 1.2233 both wrongly include 5.78 which is below the 5.8 lower bound.,,ok,wrong,
001dao0mq0pplbzj,bar_stacked,What year has the biggest difference between commercial and matchday?,"Get the difference between the Commercial and the Matchday for each year.
Find the year with the maximum difference.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""Commercial"",""groupB"":""Matchday"",""seriesField"":""Revenue_Type"",""field"":""Revenue_Million_USD"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}",234.07 @2020,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""by"": ""Year"", ""seriesField"": ""Revenue_Type"", ""field"": ""Revenue_Million_USD"", ""groupA"": ""Commercial"", ""groupB"": ""Matchday"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Revenue_Million_USD"", ""which"": ""max""}]}",234.07 @2020,MATCH,0,,,,,ok,
0a5npu4o61dz4r5f,bar_simple,What is the difference between the countries with the highest and lowest images?," Find the highest damage value.
Find the lowest damage value.
Get the difference between the two values","{""ops"":[{""op"":""findExtremum"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""which"":""max"",""field"":""Damage (in billion US dollars)""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":2},""which"":""min"",""field"":""Damage (in billion US dollars)""}],""ops3"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":3},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":false}]}",347.83 @__diff__,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Damage (in billion US dollars)"", ""which"": ""max""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Damage (in billion US dollars)"", ""which"": ""min""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""field"": ""Damage (in billion US dollars)"", ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": false}]}",347.83 @__diff__,MATCH,0,,,,,ok,
07lo3vvwztz32ifq,bar_grouped,What is the sum of the values with the highest and lowest percentage differences for each year?,"Find the difference in values between the years in each region.
List the values in descending order.
Sum the highest and lowest values.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Region"",""groupA"":""2010"",""groupB"":""2009"",""seriesField"":""Year"",""field"":""Net_Sales_Percentage"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""field"":""Net_Sales_Percentage""},{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""min"",""field"":""Net_Sales_Percentage""}],""ops3"":[{""op"":""add"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2"",""n3""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n3""}]}",0.03 @__add__,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""by"": ""Region"", ""seriesField"": ""Year"", ""field"": ""Net_Sales_Percentage"", ""groupA"": ""2010"", ""groupB"": ""2009"", ""signed"": true, ""absolute"": false}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Net_Sales_Percentage"", ""order"": ""desc""}], ""ops3"": [{""op"": ""findExtremum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Net_Sales_Percentage"", ""which"": ""max""}, {""op"": ""findExtremum"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Net_Sales_Percentage"", ""which"": ""min""}, {""op"": ""sum"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n1""], ""sentenceIndex"": 3}, ""field"": ""Net_Sales_Percentage""}]}",0.0,MATCH,0,0.01 (signed: highest diff +0.03 Latin America + lowest -0.02; absolute interpretation as in gold = 0.03),"Per-region 2010-2009 diffs: max +0.03, min -0.02 → sum 0.01 (gold's absolute-diff reading gives 0.03); ours returned 0.0 (total sum of all diffs), baseline returned -0.04 (two lowest), both wrong.",,,ok,
075i5mfewy2uvwej,bar_stacked,What is the difference between the service value in 2010 and the service value in 2020?,"Find the service value for 2010.
Find the service value for 2020.
Find the difference between the two values.","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""target"":""2010"",""field"":""Share_of_Total_Employment"",""group"":""Services""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""target"":""2020"",""field"":""Share_of_Total_Employment"",""group"":""Services""}],""ops2"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":2},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":false}]}",0.0504 @__diff__,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""target"": ""2010"", ""group"": ""Services""}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""target"": ""2020"", ""group"": ""Services""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""field"": ""Share_of_Total_Employment"", ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": false}]}",0.0504 @__diff__,MATCH,0,"0.0504 (Services 2010=0.5804, 2020=0.6308; |diff|=0.0504, signed 2010-2020=-0.0504)","Both produced -0.0504 (signed 2010-2020); equals gold's unsigned 0.0504 under sign convention, so both correct.",,ok,ok,이런 문제는 signed여부가 중요하지 않음.
08x3crju85yix5ab,line_simple,How many years have a score below 80 in total?,"Find the value of 80.
Find the points below the 80-value line.
Count the number of dots.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""CPI_Score"",""operator"":""<"",""value"":80}],""ops2"":[{""op"":""count"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2}}]}",5.0,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""CPI_Score"", ""target"": 80}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""CPI_Score"", ""operator"": ""<"", ""value"": 80}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""CPI_Score""}]}",5.0,MATCH,0,5,,,,ok,
004fhteah0l9kud2,bar_stacked,What is the difference between the average of Commercial and the average of Matchday?,"1. Add all the Commercial values for each year.
2. Divide the value by six.
3. Add all the values of the matchday for each year.
4. Divide the value by six.
5. Find the difference between the two computed values.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Revenue_Million_Euros"",""group"":""Commercial""}],""ops2"":[{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":2},""field"":""Revenue_Million_Euros"",""group"":""Matchday""}],""ops3"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":3},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":false}]}",785.6667 @__diff__,"{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Revenue_Million_Euros"", ""group"": ""Commercial""}], ""ops2"": [{""op"": ""scale"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""target"": ""ref:n1"", ""factor"": 0.16666666666666666}], ""ops3"": [{""op"": ""sum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 3}, ""field"": ""Revenue_Million_Euros"", ""group"": ""Matchday""}], ""ops4"": [{""op"": ""scale"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 4}, ""target"": ""ref:n3"", ""factor"": 0.16666666666666666}], ""ops5"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 5}, ""field"": ""Revenue_Million_Euros"", ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": false}]}",785.6667 @__diff__,MATCH,0,,,,,ok,
0bunvsqd54e3qahz,line_multiple,What is the difference between the female value in 2010 and the male value in 2016?,"Find the female value for 2010.
Find the male value for 2016.
Find the difference between the two values.","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""target"":""2010"",""field"":""Life expectancy at birth in years"",""group"":""female""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""target"":""2016"",""field"":""Life expectancy at birth in years"",""group"":""male""}],""ops2"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":2},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":true}]}",6.7 @__diff__,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Life expectancy at birth in years"", ""target"": ""2010"", ""group"": ""female""}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Life expectancy at birth in years"", ""target"": ""2016"", ""group"": ""male""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": false}]}",6.7 @__diff__,MATCH,0,,,,,ok,
0bgcjlbz7nv5vnjc,bar_grouped,What is the average value of the difference between the three years with the largest difference between age groups?,"Find the difference in values for each year.
Sort the values in descending order.
Find the top 3 years with the highest difference.
Divide the values by three.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Period"",""groupA"":""11–15 years"",""groupB"":""5–10 years"",""seriesField"":""AgeGroup"",""field"":""SharePercentage"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""rank"":1,""field"":""SharePercentage""},{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""rank"":2,""field"":""SharePercentage""},{""op"":""findExtremum"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""rank"":3,""field"":""SharePercentage""}],""ops3"":[{""op"":""add"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n3""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n3""},{""op"":""add"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n5"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n5"",""targetB"":""ref:n4""},{""op"":""scale"",""id"":""n7"",""meta"":{""nodeId"":""n7"",""inputs"":[""n6""],""sentenceIndex"":3},""target"":""ref:n6"",""factor"":0.3333333333333333}]}",1.4667 @__scale__,"{""ops"": [{""op"": ""diff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1}, ""source"": ""recursive_step=1;taskId=o1""}, ""field"": ""SharePercentage"", ""groupA"": ""11–15 years"", ""groupB"": ""5–10 years"", ""signed"": false, ""by"": ""Period""}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2, ""view"": {""phase"": 2}, ""source"": ""recursive_step=2;taskId=o2""}, ""field"": ""SharePercentage"", ""order"": ""desc""}], ""ops3"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3, ""view"": {""phase"": 3}, ""source"": ""recursive_step=3;taskId=o3""}, ""field"": ""Period"", ""include"": [""2011/12"", ""2016/17"", ""2017/18""]}], ""ops4"": [{""op"": ""scale"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 4, ""view"": {""phase"": 4}, ""source"": ""recursive_step=4;taskId=o4""}, ""target"": ""ref:n3"", ""factor"": 0.3333333333333333}]}",0.3333 @__scale__,MISMATCH,0,"1.4667 (top-3 absolute year-differences 2.1, 1.3, 1.0 → average 4.4/3)","True avg of top-3 diffs = 1.4667 (matches gold); ours value -1.3 (used sum, signed) and baseline value 0.1 both wrong.",,unsure,wrong,signed가 true이어야 함.
08iur64i01boakg5,line_multiple,Which year has the highest difference in values between Male and Female?,"Find the difference between the male and female percentages for each year.
Sort the values in descending order.
Choose the highest value.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""Male"",""groupB"":""Female"",""seriesField"":""Gender"",""field"":""Percentage of 25 to 29 year olds"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""field"":""Percentage of 25 to 29 year olds""}]}",16.0 @2017,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""by"": ""Year"", ""seriesField"": ""Gender"", ""field"": ""Percentage of 25 to 29 year olds"", ""groupA"": ""Male"", ""groupB"": ""Female"", ""absolute"": true}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""order"": ""desc""}], ""ops3"": [{""op"": ""nth"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""n"": 1, ""from"": ""left""}]}",16.0 @2017,MATCH,0,"2017 (Male 30 - Female 14 = 16, the largest Male-Female difference)","True max diff is 2017 (16); gold matches; ours sorts by Year not diff (→2002/11), baseline also returns 2002/11 — both wrong.",,ok,ok,"로직은 다 맞는데, pairDiff에서 absoulte가 true이어야 함."
05qg5ubxklojfze7,bar_stacked,Which one has the highest percentage sum between major and minor?,"Find the sum of the major and minor problems of each of the problems.
Find the highest value among them.",,,"{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share_of_Respondents"", ""group"": [""Major problem"", ""Minor problem""]}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Share_of_Respondents"", ""which"": ""max""}]}",6.98,GOLD_EMPTY,0,"Anxiety and depression (major+minor = 0.96, highest)",Both did a global sum over all problems (6.98) instead of per-problem major+minor then max; correct answer is Anxiety and depression at 0.96.,,,,
0b9o2vahkw2a1bxy,line_multiple,What is the difference between the value of the year with the highest percentage of no and the value of the year with the third highest percentage of yes?,"Sort the percentage values that answered no for each year in descending order.
Find the highest value.
Sort the percentage values that answered Yes for each year in descending order.
Find the third-highest value.
Find the difference between the two values obtained.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""group"":""No""},{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""field"":""Share of respondents""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":3},""group"":""Yes""},{""op"":""sort"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":4},""field"":""Share of respondents"",""order"":""desc""},{""op"":""nth"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4""],""sentenceIndex"":4},""n"":3,""from"":""left""}],""ops3"":[{""op"":""diff"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n2"",""n5""],""sentenceIndex"":5},""targetA"":""ref:n2"",""targetB"":""ref:n5"",""signed"":false}]}",19.0 @__diff__,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=1;taskId=o1""}, ""field"": ""Share of respondents"", ""group"": ""No"", ""order"": ""desc""}], ""ops2"": [{""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2, ""view"": {""phase"": 2, ""parallelGroup"": ""p2""}, ""source"": ""recursive_step=2;taskId=o2""}, ""group"": ""No"", ""n"": 1}], ""ops3"": [{""op"": ""sort"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 3, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=3;taskId=o3""}, ""field"": ""Share of respondents"", ""group"": ""Yes"", ""order"": ""desc""}], ""ops4"": [{""op"": ""nth"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 4, ""view"": {""phase"": 2, ""parallelGroup"": ""p2""}, ""source"": ""recursive_step=4;taskId=o4""}, ""group"": ""Yes"", ""n"": 3, ""from"": ""left""}], ""ops5"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 5, ""view"": {""phase"": 3}, ""source"": ""recursive_step=5;taskId=o5""}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": false}]}",19.0 @__diff__,MATCH,0,"19 (or -19 signed): highest No = 46 (2015), third-highest Yes = 65 (2014), 46 - 65 = -19, |diff| = 19",,,,ok,
