chart_id,chart_type,question,explanation,gold_spec,gold_value,gen_spec,gen_value,value_match,gold_looks_wrong,true_answer,audit_note,my_verdict,my_gold_verdict,my_gen_verdict,my_note
95wcyze391ifhegp,line_simple,What is the average of the highest and lowest values in the entire year?,"Treat ""in the entire year"" as referring to the values across all years shown in the chart. Find the maximum exchange rate value among them. Identify the minimum exchange rate value from the same set. Average these two extreme values.","{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Exchange rate in Singapore dollars""}, {""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""min"", ""field"": ""Exchange rate in Singapore dollars""}], ""ops2"": [{""op"": ""add"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2""}, {""op"": ""scale"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""target"": ""ref:n3"", ""factor"": 0.5}]}",1.775 @__scale__,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Exchange rate in Singapore dollars"", ""which"": ""max""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Exchange rate in Singapore dollars"", ""which"": ""min""}], ""ops3"": [{""op"": ""add"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2""}, {""op"": ""scale"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 3}, ""target"": ""ref:n3"", ""factor"": 0.5}]}",1.775 @__scale__,MATCH,0,,,,,ok,
9douccar3m9ruah4,line_simple,Is the average of Men's Not at all and Women's Not at all greater than All Results' Not at all?,"Search the chart for the categories Men's Not at all, Women's Not at all, and All Results' Not at all. Observe that the data only contains Year and E-commerce sales share. Conclude that the requested values are unavailable to perform the comparison.",,,,,,0,"Unanswerable: the chart data only has Year and E-commerce sales share; ""Men's/Women's/All Results' Not at all"" categories do not exist, so the comparison cannot be performed.","Question references categories absent from data; baseline's empty-ops/no-ops correctly reflects the unanswerable comparison, ours/gold produced no spec.",,,,
9mlpjn6pddrbthj8,line_simple,"When the values for the entire year are sorted in ascending order, is the third value greater than the average of the values added in 2011 and 2012?",Sort all the fatality values across all years in ascending order. Select the third value from this sorted sequence. Average the fatality values for the years 2011 and 2012. Compare the selected value to this calculated average to determine if it is strictly greater.,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of fatalities"", ""order"": ""asc""}, {""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""n"": 3, ""from"": ""left""}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2011"", ""field"": ""Number of fatalities""}, {""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2012"", ""field"": ""Number of fatalities""}, {""op"": ""add"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n3"", ""n4""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n3"", ""targetB"": ""ref:n4""}, {""op"": ""scale"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n5""], ""sentenceIndex"": 2}, ""target"": ""ref:n5"", ""factor"": 0.5}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n2"", ""n6""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n2"", ""targetB"": ""ref:n6""}]}",0.0,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of fatalities"", ""order"": ""asc""}, {""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""n"": 3}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2011"", ""2012""], ""xKindHint"": ""ordinal""}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Number of fatalities""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""operator"": "">""}]}",0.0,MATCH,0,,,,,ok,
1x37jzohqd666qc0,bar_grouped,"Is the average value of ""Don't know/no opinion"" in all categories equal to the difference between ""Very unlikely"" in ""Family"" and ""Very unlikely"" in ""Local community"" plus the difference between ""Somewhat unlikely"" in ""Family"" and ""Local community""?","Calculate the average of the ""Don't know/no opinion"" values across all three categories. Find the absolute difference between the ""Very unlikely"" values for the ""Family"" and ""Local community"" categories. Compute the absolute difference between the ""Somewhat unlikely"" values for those same two categories. Add the two resulting differences together. Compare the calculated average to the sum of the differences.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Don't know/no opinion""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Percentage of respondents""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Category"", ""include"": [""Family""]}, {""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""target"": ""Very unlikely"", ""field"": ""Percentage of respondents""}, {""op"": ""filter"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Category"", ""include"": [""Local community""]}, {""op"": ""retrieveValue"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n5""], ""sentenceIndex"": 2}, ""target"": ""Very unlikely"", ""field"": ""Percentage of respondents""}, {""op"": ""diff"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n4"", ""n6""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n4"", ""targetB"": ""ref:n6"", ""signed"": true}], ""ops3"": [{""op"": ""filter"", ""id"": ""n8"", ""meta"": {""nodeId"": ""n8"", ""inputs"": [], ""sentenceIndex"": 3}, ""field"": ""Category"", ""include"": [""Family""]}, {""op"": ""retrieveValue"", ""id"": ""n9"", ""meta"": {""nodeId"": ""n9"", ""inputs"": [""n8""], ""sentenceIndex"": 3}, ""target"": ""Somewhat unlikely"", ""field"": ""Percentage of respondents""}, {""op"": ""filter"", ""id"": ""n10"", ""meta"": {""nodeId"": ""n10"", ""inputs"": [], ""sentenceIndex"": 3}, ""field"": ""Category"", ""include"": [""Local community""]}, {""op"": ""retrieveValue"", ""id"": ""n11"", ""meta"": {""nodeId"": ""n11"", ""inputs"": [""n10""], ""sentenceIndex"": 3}, ""target"": ""Somewhat unlikely"", ""field"": ""Percentage of respondents""}, {""op"": ""diff"", ""id"": ""n12"", ""meta"": {""nodeId"": ""n12"", ""inputs"": [""n9"", ""n11""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n9"", ""targetB"": ""ref:n11"", ""signed"": true}], ""ops4"": [{""op"": ""add"", ""id"": ""n13"", ""meta"": {""nodeId"": ""n13"", ""inputs"": [""n7"", ""n12""], ""sentenceIndex"": 4}, ""targetA"": ""ref:n7"", ""targetB"": ""ref:n12""}, {""op"": ""compareBool"", ""id"": ""n14"", ""meta"": {""nodeId"": ""n14"", ""inputs"": [""n13"", ""n2""], ""sentenceIndex"": 4}, ""operator"": ""=="", ""targetA"": ""ref:n13"", ""targetB"": ""ref:n2""}]}",0.0,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=1;taskId=o1""}, ""field"": ""Percentage of respondents"", ""group"": ""Don't know/no opinion""}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=2;taskId=o2""}, ""field"": ""Category"", ""target"": ""Family"", ""group"": ""Very unlikely""}, {""op"": ""retrieveValue"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=3;taskId=o3""}, ""field"": ""Category"", ""target"": ""Local community"", ""group"": ""Very unlikely""}, {""op"": ""diff"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n2"", ""n3""], ""sentenceIndex"": 2, ""view"": {""phase"": 2, ""parallelGroup"": ""p2""}, ""source"": ""recursive_step=4;taskId=o4""}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n3"", ""signed"": false}], ""ops3"": [{""op"": ""retrieveValue"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [], ""sentenceIndex"": 3, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=5;taskId=o5""}, ""field"": ""Category"", ""target"": ""Family"", ""group"": ""Somewhat unlikely""}, {""op"": ""retrieveValue"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [], ""sentenceIndex"": 3, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=6;taskId=o6""}, ""field"": ""Category"", ""target"": ""Local community"", ""group"": ""Somewhat unlikely""}, {""op"": ""diff"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n5"", ""n6""], ""sentenceIndex"": 3, ""view"": {""phase"": 2, ""parallelGroup"": ""p2""}, ""source"": ""recursive_step=7;taskId=o7""}, ""field"": ""Percentage of respondents"", ""targetA"": ""ref:n5"", ""targetB"": ""ref:n6"", ""signed"": false}], ""ops4"": [{""op"": ""sum"", ""id"": ""n8"", ""meta"": {""nodeId"": ""n8"", ""inputs"": [""n4"", ""n7""], ""sentenceIndex"": 4, ""view"": {""phase"": 3}, ""source"": ""recursive_step=8;taskId=o8""}, ""targetA"": ""ref:n4"", ""targetB"": ""ref:n7""}], ""ops5"": [{""op"": ""compareBool"", ""id"": ""n9"", ""meta"": {""nodeId"": ""n9"", ""inputs"": [""n1"", ""n8""], ""sentenceIndex"": 5, ""view"": {""phase"": 4}, ""source"": ""recursive_step=9;taskId=o9""}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n8"", ""operator"": ""==""}]}",0.0,MATCH,0,,,,,ok,
b8um9hhxelrqowd9,line_simple,Is the value in 2010 bigger than the average?,Calculate the average of the number of inhabitants across all years in the chart. Extract the specific value for the year 2010. Compare this year's value against the overall average to determine if it is greater.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of inhabitants (in millions)""}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2010"", ""field"": ""Number of inhabitants (in millions)""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n2"", ""targetB"": ""ref:n1""}]}",0.0,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of inhabitants (in millions)""}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Number of inhabitants (in millions)"", ""target"": ""2010""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n1"", ""operator"": "">""}]}",0.0,MATCH,0,,,,,ok,
c41fny6w7gwpawbn,line_multiple,When is the year that has the lowest difference between two opinions?,Compute the absolute difference between the two opinion percentages for each year. Select the year that minimizes that difference.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Confidence"", ""groupB"": ""No confidence"", ""seriesField"": ""Opinion"", ""by"": ""Year"", ""field"": ""Percentage"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Percentage""}]}",0.0 @2010,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""by"": ""Year"", ""seriesField"": ""Opinion"", ""field"": ""Percentage"", ""groupA"": ""No confidence"", ""groupB"": ""Confidence"", ""signed"": true, ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Percentage"", ""which"": ""min""}]}",0.0 @2010,MATCH,0,,,,,ok,
263367gingx3k5hu,bar_grouped,What is the Sum of the increases between the two terms for Asian countries (excluding the Middle East)?,"Filter the regions to include only the Asian countries, omitting Western Europe and the category containing the Middle East. Subtract the 2011 value from the 2017 value for each of these selected regions to find their respective increases. Sum these calculated differences to obtain the final total.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Region"", ""include"": [""China"", ""Japan"", ""Other Asia"", ""South Korea"", ""Taiwan""]}], ""ops2"": [{""op"": ""pairDiff"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""groupA"": ""2017"", ""groupB"": ""2011"", ""seriesField"": ""Year"", ""by"": ""Region"", ""field"": ""Demand_Million_Metric_Tons"", ""signed"": true}], ""ops3"": [{""op"": ""sum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Demand_Million_Metric_Tons""}]}",288.0,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1}, ""source"": ""recursive_step=1;taskId=o1""}, ""field"": ""Region"", ""include"": [""China"", ""Japan"", ""Other Asia"", ""South Korea"", ""Taiwan""]}], ""ops2"": [{""op"": ""diff"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2, ""view"": {""phase"": 2}, ""source"": ""recursive_step=2;taskId=o2""}, ""field"": ""Demand_Million_Metric_Tons"", ""groupA"": ""2017"", ""groupB"": ""2011"", ""signed"": true, ""by"": ""Region"", ""seriesField"": ""Year""}], ""ops3"": [{""op"": ""sum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3, ""view"": {""phase"": 3}, ""source"": ""recursive_step=3;taskId=o3""}, ""field"": ""Demand_Million_Metric_Tons""}]}",288.0,MATCH,0,288,"True sum of per-region 2017-2011 increases (China243+Japan7+SK13+OtherAsia21+Taiwan4)=288; gold=288 correct, ours=6 and baseline=0 both wrong (used diff/diffByValue instead of per-region pairDiff).",,ok,ok,op: 두 series간 diff이므로 n2->pairDiff가 맞음.
bnil22qu3wwatrc7,bar_stacked,"According to this chart, what is the difference between the average number of ""A better place to live"" opinion of Western Europe and the rest?","Treat Western Europe as France, Germany, Italy, Netherlands, Spain, Sweden, and the UK. Isolate the ""A better place to live"" values for these seven countries and compute their average. Calculate the average of the same opinion category for the remaining three countries. Subtract the latter average from the former.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Country"", ""include"": [""France"", ""Germany"", ""Italy"", ""Netherlands"", ""Spain"", ""Sweden"", ""UK""], ""group"": ""A better place to live""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Percentage""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Country"", ""include"": [""Greece"", ""Hungary"", ""Poland""], ""group"": ""A better place to live""}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Percentage""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": true}]}",13.0476 @__diff__,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=1;taskId=o1""}, ""field"": ""Country"", ""include"": [""France"", ""Germany"", ""Italy"", ""Netherlands"", ""Spain"", ""Sweden"", ""UK""], ""group"": ""A better place to live""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1, ""view"": {""phase"": 2, ""parallelGroup"": ""p2""}, ""source"": ""recursive_step=2;taskId=o2""}, ""field"": ""Percentage""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=3;taskId=o3""}, ""field"": ""Country"", ""include"": [""Greece"", ""Hungary"", ""Poland""], ""group"": ""A better place to live""}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2, ""view"": {""phase"": 2, ""parallelGroup"": ""p2""}, ""source"": ""recursive_step=4;taskId=o4""}, ""field"": ""Percentage""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3, ""view"": {""phase"": 3}, ""source"": ""recursive_step=5;taskId=o5""}, ""field"": ""Percentage"", ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": false}]}",13.0476 @__diff__,MATCH,1,13.05 (WEur avg 187/7=26.71 minus rest avg 41/3=13.67); sign-flip -13.05 also acceptable,Baseline 13.0476 matches true 13.05; ours=NaN (broken); gold=4.5 uses wrong country partition (4 vs 6 countries).,,ok,ok,operand: signed는 관련 없음.
1lg9qn6shf8ifsdq,bar_simple,Is the sum of the values until Jan 2013 times three smaller than the sum of the values from Feb 2013?,Sum the listener hours for the time periods ending in or before Jan 2013. Multiply that sum by three. Calculate the total listener hours for the time periods starting from Feb 2013 onwards. Compare the multiplied sum to the second total to determine if it is smaller.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Time Period"", ""include"": [""Feb 2008 to Jan 2009"", ""Feb 2009 to Jan 2010"", ""Feb 2010 to Jan 2011"", ""Feb 2011 to Jan 2012"", ""Feb 2012 to Jan 2013""]}, {""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Listener hours in billions""}, {""op"": ""scale"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""target"": ""ref:n2"", ""factor"": 3}], ""ops2"": [{""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 3}, ""field"": ""Time Period"", ""include"": [""Feb to Dec 2013"", ""Jan to Dec 2014"", ""Jan to Dec 2015"", ""Jan to Dec 2016"", ""Jan to Dec 2017""]}, {""op"": ""sum"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3}, ""field"": ""Listener hours in billions""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n3"", ""n5""], ""sentenceIndex"": 4}, ""operator"": ""<"", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n5""}]}",1.0,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Time Period"", ""include"": [""Feb 2008 to Jan 2009"", ""Feb 2009 to Jan 2010"", ""Feb 2010 to Jan 2011"", ""Feb 2011 to Jan 2012"", ""Feb 2012 to Jan 2013""]}, {""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Listener hours in billions""}, {""op"": ""scale"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 1}, ""target"": ""ref:n2"", ""factor"": 3.0}, {""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Time Period"", ""include"": [""Feb to Dec 2013"", ""Jan to Dec 2014"", ""Jan to Dec 2015"", ""Jan to Dec 2016"", ""Jan to Dec 2017""]}, {""op"": ""sum"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 1}, ""field"": ""Listener hours in billions""}, {""op"": ""compareBool"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n3"", ""n5""], ""sentenceIndex"": 1}, ""targetA"": ""ref:n3"", ""targetB"": ""ref:n5"", ""operator"": ""<""}]}",1.0,MATCH,0,,,,,ok,
2a7luy1tzrplr2as,bar_grouped,What is the number of years where the total rice export shows over 6 billion?,Sum the export values of all rice types for each fiscal year. Compare the resulting total for each year against the 6 billion threshold. Count the years that exceed this amount.,"{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Export value in billion US dollars""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Export value in billion US dollars"", ""operator"": "">"", ""value"": 6}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",1.0,"{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Export value in billion US dollars""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Export value in billion US dollars"", ""operator"": "">"", ""value"": 6}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Export value in billion US dollars""}]}",1.0,MATCH,0,"3 years (FY2018=7.81, FY2019=7.71, FY2020=6.34 all exceed 6 billion)","Both used a global sum instead of per-year group-by sum, returning 1; true count of years over 6B is 3 (FY2018/2019/2020). Gold has no spec.",,,ok,
