chart_id,chart_type,question,explanation,gold_spec,gold_value,gen_spec,gen_value,value_match,gold_looks_wrong,true_answer,audit_note,my_verdict,my_gold_verdict,my_gen_verdict,my_note
c41fny6w7gwpawbn,line_multiple,When is the year that has the lowest difference between two opinions?,Compute the absolute difference between the Percentage values for Confidence and No confidence for each Year. Compare these gaps across all years. Select the year with the smallest gap.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Confidence"", ""groupB"": ""No confidence"", ""seriesField"": ""Opinion"", ""by"": ""Year"", ""field"": ""Percentage"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Percentage""}]}",0.0 @2010,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""by"": ""Year"", ""seriesField"": ""Opinion"", ""field"": ""Percentage"", ""groupA"": ""Confidence"", ""groupB"": ""No confidence"", ""signed"": true, ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Percentage"", ""which"": ""min""}]}",0.0 @2010,MATCH,0,,,,,ok,
263367gingx3k5hu,bar_grouped,What is the Sum of the increases between the two terms for Asian countries (excluding the Middle East)?,Treat the two terms as the two years shown for each region. Filter the chart to Asian regions and exclude the “Others (including Middle East and other DRI)” region. Subtract the 2011 bar value from the 2017 bar value for each remaining Asian region. Sum those regional increases.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Region"", ""include"": [""China"", ""Japan"", ""Other Asia"", ""South Korea"", ""Taiwan""]}], ""ops2"": [{""op"": ""pairDiff"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""groupA"": ""2017"", ""groupB"": ""2011"", ""seriesField"": ""Year"", ""by"": ""Region"", ""field"": ""Demand_Million_Metric_Tons"", ""signed"": true}], ""ops3"": [{""op"": ""sum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Demand_Million_Metric_Tons""}]}",288.0,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1}, ""source"": ""recursive_step=1;taskId=o1""}, ""field"": ""Region"", ""include"": [""China"", ""Japan"", ""Other Asia"", ""South Korea"", ""Taiwan""], ""exclude"": [""Others (including Middle East and other DRI)""]}], ""ops2"": [{""op"": ""diff"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2, ""view"": {""phase"": 2}, ""source"": ""recursive_step=2;taskId=o2""}, ""field"": ""Demand_Million_Metric_Tons"", ""groupA"": ""2017"", ""groupB"": ""2011"", ""signed"": true, ""by"": ""Region"", ""seriesField"": ""Year""}], ""ops3"": [{""op"": ""sum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3, ""view"": {""phase"": 3}, ""source"": ""recursive_step=3;taskId=o3""}, ""field"": ""Demand_Million_Metric_Tons""}]}",288.0,MATCH,0,288 (China 243 + Japan 7 + South Korea 13 + Other Asia 21 + Taiwan 4),"Gold=288 matches; ours used diffByValue(ref:n1) instead of year pairDiff, yielding -627.6; baseline produced no spec.",,ok,ok,op: 두 year간 비교이므로 pairDiff가 맞음.
bnil22qu3wwatrc7,bar_stacked,"According to this chart, what is the difference between the average number of ""A better place to live"" opinion of Western Europe and the rest?","Treat Western Europe as the countries Netherlands, Germany, UK, Sweden, France, Spain, Greece, and Italy, and treat the rest as Hungary and Poland. Extract the “A better place to live” percentages for each group from the chart. Average the extracted percentages within each group. Subtract the rest-of-countries average from the Western Europe average.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Country"", ""include"": [""Netherlands"", ""Germany"", ""UK"", ""Sweden"", ""France"", ""Spain"", ""Greece"", ""Italy""], ""group"": ""A better place to live""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Percentage""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Country"", ""include"": [""Hungary"", ""Poland""], ""group"": ""A better place to live""}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Percentage""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": true}]}",9.125 @__diff__,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=1;taskId=o1""}, ""field"": ""Country"", ""include"": [""France"", ""Germany"", ""Greece"", ""Italy"", ""Netherlands"", ""Spain"", ""Sweden"", ""UK""]}, {""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=2;taskId=o2""}, ""field"": ""Country"", ""include"": [""Hungary"", ""Poland""], ""group"": ""A better place to live""}], ""ops2"": [{""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1""], ""sentenceIndex"": 2, ""view"": {""phase"": 2, ""parallelGroup"": ""p2""}, ""source"": ""recursive_step=3;taskId=o3""}, ""field"": ""Percentage""}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n2""], ""sentenceIndex"": 2, ""view"": {""phase"": 2, ""parallelGroup"": ""p2""}, ""source"": ""recursive_step=4;taskId=o4""}, ""field"": ""Percentage""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n3"", ""n4""], ""sentenceIndex"": 3, ""view"": {""phase"": 3}, ""source"": ""recursive_step=5;taskId=o5""}, ""field"": ""Percentage"", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n4"", ""signed"": false}]}",17.25 @__diff__,MISMATCH,1,9.125 (Western Europe avg 24.625 − rest avg 15.5),Baseline=9.125 matches explanation grouping; ours=0 (diffed identical all-country averages); gold=4.5 uses a wrong country split.,,ok,wrong,op: western europe and the rest를 비교해야 하므로 filter가 각각 수행되어야 함.
1lg9qn6shf8ifsdq,bar_simple,Is the sum of the values until Jan 2013 times three smaller than the sum of the values from Feb 2013?,Sum the listener-hour values for all time periods ending at or before Jan 2013. Multiply that subtotal by three. Sum the listener-hour values for all time periods starting from Feb 2013 onward. Compare the tripled early subtotal to the later subtotal to determine whether it is smaller.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Time Period"", ""include"": [""Feb 2008 to Jan 2009"", ""Feb 2009 to Jan 2010"", ""Feb 2010 to Jan 2011"", ""Feb 2011 to Jan 2012"", ""Feb 2012 to Jan 2013""]}, {""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Listener hours in billions""}, {""op"": ""scale"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""target"": ""ref:n2"", ""factor"": 3}], ""ops2"": [{""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 3}, ""field"": ""Time Period"", ""include"": [""Feb to Dec 2013"", ""Jan to Dec 2014"", ""Jan to Dec 2015"", ""Jan to Dec 2016"", ""Jan to Dec 2017""]}, {""op"": ""sum"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3}, ""field"": ""Listener hours in billions""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n3"", ""n5""], ""sentenceIndex"": 4}, ""operator"": ""<"", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n5""}]}",1.0,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=1;taskId=o1""}, ""field"": ""Time Period"", ""include"": [""Feb 2008 to Jan 2009"", ""Feb 2009 to Jan 2010"", ""Feb 2010 to Jan 2011"", ""Feb 2011 to Jan 2012"", ""Feb 2012 to Jan 2013""]}, {""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1, ""view"": {""phase"": 2, ""parallelGroup"": ""p2""}, ""source"": ""recursive_step=2;taskId=o2""}, ""field"": ""Listener hours in billions""}], ""ops2"": [{""op"": ""scale"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2, ""view"": {""phase"": 3}, ""source"": ""recursive_step=3;taskId=o3""}, ""target"": ""ref:n2"", ""factor"": 3.0}], ""ops3"": [{""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 3, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=4;taskId=o4""}, ""field"": ""Time Period"", ""include"": [""Feb to Dec 2013"", ""Jan to Dec 2014"", ""Jan to Dec 2015"", ""Jan to Dec 2016"", ""Jan to Dec 2017""]}, {""op"": ""sum"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3, ""view"": {""phase"": 2, ""parallelGroup"": ""p2""}, ""source"": ""recursive_step=5;taskId=o5""}, ""field"": ""Listener hours in billions""}], ""ops4"": [{""op"": ""compareBool"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n3"", ""n5""], ""sentenceIndex"": 4, ""view"": {""phase"": 4}, ""source"": ""recursive_step=6;taskId=o6""}, ""targetA"": ""ref:n3"", ""targetB"": ""ref:n5"", ""operator"": ""<""}]}",1.0,MATCH,0,"TRUE: (0.9+1.8+3.8+8.23+14.01)=28.74, ×3=86.22; later sum (15.31+20.03+21.11+21.96+20.61)=99.02; 86.22 < 99.02 so answer is True (1.0)","Ours returned False (0.0) but tripled early subtotal 86.22 is indeed < later 99.02, so correct answer is True; baseline and gold agree at 1.0.",,ok,ok,
2a7luy1tzrplr2as,bar_grouped,What is the number of years where the total rice export shows over 6 billion?,"Sum the two bars (Basmati rice and Non–basmati rice) within each fiscal-year column to get the total export for that year. 
Compare each yearly total against the 6-billion threshold. Count the fiscal years whose totals exceed 6.","{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Export value in billion US dollars""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Export value in billion US dollars"", ""operator"": "">"", ""value"": 6}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",1.0,"{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Export value in billion US dollars""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Export value in billion US dollars"", ""operator"": "">"", ""value"": 6}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Export value in billion US dollars""}]}",1.0,MATCH,0,"3 (FY2018=7.81, FY2019=7.71, FY2020=6.34 all exceed 6 billion)","Both summed globally instead of grouping by fiscal year then counting; true count is 3, both returned 1; gold has no spec.",,,ok,
awg12vb36ndo75tq,line_simple,Do poverty range increase faster in last 6 years than the first 6 years from this chart?,Treat the first 6 years as 2008–2013 and the last 6 years as 2015–2020 based on the Year axis. Get the poverty-rate change by subtracting the first year’s value from the last year’s value within each 6-year span. Divide each change by 5 to convert it to an average per-year increase. Compare the two per-year increases to decide which period rises faster.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2008"", ""field"": ""Absolute poverty rate""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2013"", ""field"": ""Absolute poverty rate""}, {""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2"", ""n1""], ""sentenceIndex"": 1}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n1"", ""signed"": true}, {""op"": ""scale"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 1}, ""target"": ""ref:n3"", ""factor"": 0.2}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2015"", ""field"": ""Absolute poverty rate""}, {""op"": ""retrieveValue"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2020"", ""field"": ""Absolute poverty rate""}, {""op"": ""diff"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n6"", ""n5""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n6"", ""targetB"": ""ref:n5"", ""signed"": true}, {""op"": ""scale"", ""id"": ""n8"", ""meta"": {""nodeId"": ""n8"", ""inputs"": [""n7""], ""sentenceIndex"": 2}, ""target"": ""ref:n7"", ""factor"": 0.2}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n9"", ""meta"": {""nodeId"": ""n9"", ""inputs"": [""n4"", ""n8""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n8"", ""targetB"": ""ref:n4""}]}",0.0,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=1;taskId=o1""}, ""target"": ""2008""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=2;taskId=o2""}, ""target"": ""2013""}, {""op"": ""retrieveValue"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=3;taskId=o3""}, ""target"": ""2020""}, {""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=4;taskId=o4""}, ""field"": ""Year"", ""target"": ""2015""}], ""ops2"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 2, ""view"": {""phase"": 2, ""parallelGroup"": ""p2""}, ""source"": ""recursive_step=5;taskId=o5""}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n1"", ""signed"": false}, {""op"": ""diff"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n3"", ""n4""], ""sentenceIndex"": 2, ""view"": {""phase"": 2, ""parallelGroup"": ""p2""}, ""source"": ""recursive_step=6;taskId=o6""}, ""targetA"": ""ref:n4"", ""targetB"": ""ref:n3"", ""signed"": false}], ""ops3"": [{""op"": ""scale"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n5""], ""sentenceIndex"": 3, ""view"": {""phase"": 3, ""parallelGroup"": ""p3""}, ""source"": ""recursive_step=7;taskId=o7""}, ""target"": ""ref:n5"", ""factor"": 0.2}, {""op"": ""scale"", ""id"": ""n8"", ""meta"": {""nodeId"": ""n8"", ""inputs"": [""n6""], ""sentenceIndex"": 3, ""view"": {""phase"": 3, ""parallelGroup"": ""p3""}, ""source"": ""recursive_step=8;taskId=o8""}, ""target"": ""ref:n6"", ""factor"": 0.2}], ""ops4"": [{""op"": ""compareBool"", ""id"": ""n9"", ""meta"": {""nodeId"": ""n9"", ""inputs"": [""n7"", ""n8""], ""sentenceIndex"": 4, ""view"": {""phase"": 4}, ""source"": ""recursive_step=9;taskId=o9""}, ""targetA"": ""ref:n7"", ""targetB"": ""ref:n8"", ""operator"": "">""}]}",1.0,MISMATCH,0,,,,ok,ok,
cby91tt3tvahsmuj,line_multiple,Is the difference between the parties in 2012 bigger than the average of the differences of all years?,Calculate the absolute percentage-point difference between the two party lines for each year shown in the chart. Average those yearly differences across all years. Compute the absolute difference between the two parties in 2012. Compare the 2012 difference to the overall average difference.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Dem/Lean Dem"", ""groupB"": ""Rep/Lean Rep"", ""seriesField"": ""Party"", ""by"": ""Year"", ""field"": ""Percentage"", ""absolute"": true}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Percentage""}], ""ops3"": [{""op"": ""retrieveValue"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1""], ""sentenceIndex"": 3}, ""target"": ""2012"", ""field"": ""Percentage""}], ""ops4"": [{""op"": ""compareBool"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3"", ""n2""], ""sentenceIndex"": 4}, ""operator"": "">"", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n2""}]}",0.0,"{""ops"": [{""op"": ""diff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=1;taskId=o1""}, ""field"": ""Percentage"", ""groupA"": ""Dem/Lean Dem"", ""groupB"": ""Rep/Lean Rep"", ""signed"": false, ""by"": ""Year"", ""seriesField"": ""Party""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2, ""view"": {""phase"": 2, ""parallelGroup"": ""p2""}, ""source"": ""recursive_step=2;taskId=o2""}, ""field"": ""Percentage""}], ""ops3"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 3, ""view"": {""phase"": 1, ""parallelGroup"": ""p1""}, ""source"": ""recursive_step=3;taskId=o3""}, ""field"": ""Year"", ""include"": [""2012""]}, {""op"": ""diff"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 3, ""view"": {""phase"": 2, ""parallelGroup"": ""p2""}, ""source"": ""recursive_step=4;taskId=o4""}, ""field"": ""Percentage"", ""groupA"": ""Dem/Lean Dem"", ""groupB"": ""Rep/Lean Rep"", ""signed"": false, ""by"": ""Year"", ""seriesField"": ""Party""}], ""ops4"": [{""op"": ""compareBool"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 4, ""view"": {""phase"": 3}, ""source"": ""recursive_step=5;taskId=o5""}, ""targetA"": ""ref:n4"", ""targetB"": ""ref:n2"", ""operator"": "">""}]}",0.0,MATCH,0,"No — 2012 abs diff = 55, avg of all yearly abs diffs ≈ 58.36, so 55 is NOT bigger (compareBool = false).","Gold compareBool=0.0 (false) matches true answer No; ours spec ran to empty/null (n3 re-runs pairDiff instead of retrieving 2012), baseline has no spec.",,ok,ok,
1lf1h5jf9ymeid5q,bar_simple,Count the number of year that consists more than 3 million shipments increase compared to last year.,Sort the bars by Year in ascending order. Calculate the year-over-year change by subtracting each year’s shipments from the previous year’s shipments. Mark each year where this change is greater than 3 million. Count the marked years.,"{""ops"": [{""op"": ""lagDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Unit shipments in millions"", ""order"": ""asc"", ""absolute"": false}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Unit shipments in millions"", ""operator"": "">"", ""value"": 3}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",2.0,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Unit shipments in millions"", ""order"": ""asc""}], ""ops2"": [{""op"": ""lagDiff"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Unit shipments in millions"", ""order"": ""asc"", ""signed"": true}], ""ops3"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Unit shipments in millions"", ""operator"": "">"", ""value"": 3}], ""ops4"": [{""op"": ""count"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 4}, ""field"": ""Year""}]}",2.0,MATCH,0,,,,,ok,
bpmaqi8nt785y4ay,bar_stacked,Count the year when American flims occupied the majority(more than 50%) of cinema admissions. Do they occupied the majority more than 3 years?,Filter the chart to the bars colored for American films. Check each year’s American-films segment against the 50% threshold. Count the years where that segment exceeds 50%. Compare that count to 3 to decide whether it is more than 3 years.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""American films""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Share of cinema admissions"", ""operator"": "">"", ""value"": 50}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}], ""ops4"": [{""op"": ""compareBool"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 4}, ""operator"": "">"", ""targetA"": ""ref:n3"", ""targetB"": 3}]}",0.0,"{""ops2"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 2, ""view"": {""phase"": 1}, ""source"": ""recursive_step=1;taskId=o1""}, ""field"": ""Share of cinema admissions"", ""operator"": "">"", ""value"": 50, ""group"": ""American films""}], ""ops3"": [{""op"": ""count"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 3, ""view"": {""phase"": 2}, ""source"": ""recursive_step=2;taskId=o2""}, ""field"": ""Share of cinema admissions""}], ""ops4"": [{""op"": ""compareBool"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 4, ""view"": {""phase"": 3}, ""source"": ""recursive_step=3;taskId=o3""}, ""targetA"": ""ref:n2"", ""targetB"": 3, ""operator"": "">""}]}",0.0,MATCH,0,"3 years (2013, 2015, 2016 exceed 50%); so No, not more than 3 years.","Gold count=3 matches data (2013/2015/2016 >50%); both ours and baseline returned empty/null final, no usable value.",,ok,ok,
c3mncg8r4g6bjoon,bar_stacked,Is Germany has higher share of respondents in Gasoline or diesel compared to the average of rest of the countries?,"Get Germany’s value for the “Gasoline or diesel (ICE)” segment from the chart. 
Average the “Gasoline or diesel (ICE)” values across all the other countries. 
Compare Germany’s value to that average to determine whether it is higher.","{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Germany"", ""field"": ""Share of respondents"", ""group"": ""Gasoline or diesel (ICE)""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Country"", ""operator"": ""!="", ""value"": ""Germany"", ""group"": ""Gasoline or diesel (ICE)""}, {""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Share of respondents""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n1"", ""n3""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n1"", ""targetB"": ""ref:n3""}]}",1.0,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share of respondents"", ""target"": ""Germany"", ""group"": ""Gasoline or diesel (ICE)""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Country"", ""exclude"": [""Germany""], ""group"": ""Gasoline or diesel (ICE)""}, {""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Share of respondents""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n1"", ""n3""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n3"", ""operator"": "">""}]}",1.0,MATCH,0,,,,,ok,
